Path,Owners,Online?,PS (HIon),Datasets (SmartPS),Streams,L1T Seed
HLT_HIUPC_SingleUncorrJet12_ZDC1nAsymXOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet12_ZDC1n_AsymXOR_BptxAND OR L1_SingleUncorrJet12_ZDC1n_Bkp1_AsymXOR_BptxAND
HLT_HIUPC_SingleUncorrJet16_ZDC1nAsymXOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet16_ZDC1n_AsymXOR_BptxAND OR L1_SingleUncorrJet16_ZDC1n_Bkp1_AsymXOR_BptxAND
HLT_HIUPC_SingleUncorrJet20_ZDC1nAsymXOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet20_ZDC1n_AsymXOR_BptxAND OR L1_SingleUncorrJet20_ZDC1n_Bkp1_AsymXOR_BptxAND
HLT_HIUPC_SingleUncorrJet24_ZDC1nAsymXOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet24_ZDC1n_AsymXOR_BptxAND OR L1_SingleUncorrJet24_ZDC1n_Bkp1_AsymXOR_BptxAND
HLT_HIUPC_SingleUncorrJet28_ZDC1nAsymXOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet28_ZDC1n_AsymXOR_BptxAND OR L1_SingleUncorrJet28_ZDC1n_Bkp1_AsymXOR_BptxAND
HLT_HIUPC_DoubleUncorrJet8_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet8_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleUncorrJet12_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet12_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleUncorrJet16_DeltaPhi2p0_NotMBHF2AND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet16_DeltaPhi2p0_notMinimumBiasHF2_BptxAND
HLT_HIUPC_DoubleUncorrJet8_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet8_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_DoubleUncorrJet12_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet12_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_DoubleUncorrJet16_DeltaPhi2p0_NotZDC1nOR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet16_DeltaPhi2p0_notZDC_OR_BptxAND
HLT_HIUPC_DoubleUncorrJet8_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet8_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_DoubleUncorrJet12_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet12_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_DoubleUncorrJet16_DeltaPhi2p0_NotZDCAND_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_DoubleUncorrJet16_DeltaPhi2p0_NotZDC1n_AND_BptxAND
HLT_HIUPC_ZDC1nOR_RapGap_MaxPixelCluster10000_v2,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_ZDC1n_OR_RapGap_BptxAND
HLT_HIUPC_SingleJet8_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet8_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet12_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet12_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet16_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet16_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet20_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet20_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet24_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet24_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet28_ZDC1nXOR_RapGap_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet28_ZDC1n_XOR_RapGap_BptxAND
HLT_HIUPC_SingleJet8_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet8_notZDC_OR_BptxAND
HLT_HIUPC_SingleJet12_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet12_notZDC_OR_BptxAND
HLT_HIUPC_SingleJet16_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet16_notZDC_OR_BptxAND
HLT_HIUPC_SingleJet20_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet20_notZDC_OR_BptxAND
HLT_HIUPC_SingleJet24_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet24_notZDC_OR_BptxAND
HLT_HIUPC_SingleJet28_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleJet28_notZDC_OR_BptxAND
HLT_HIUPC_SingleUncorrJet8_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet8_notZDC_OR_BptxAND
HLT_HIUPC_SingleUncorrJet12_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet12_notZDC_OR_BptxAND
HLT_HIUPC_SingleUncorrJet16_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet16_notZDC_OR_BptxAND
HLT_HIUPC_SingleUncorrJet20_NotZDC_OR_MaxPixelCluster10000_v1,HIN,Yes,1,HIForward0& HIForward1& HIForward10& HIForward11& HIForward12& HIForward13& HIForward14& HIForward15& HIForward16& HIForward17& HIForward18& HIForward19& HIForward2& HIForward3& HIForward4& HIForward5& HIForward6& HIForward7& HIForward8& HIForward9,PhysicsHIForward0& PhysicsHIForward1& PhysicsHIForward10& PhysicsHIForward11& PhysicsHIForward12& PhysicsHIForward13& PhysicsHIForward14& PhysicsHIForward15& PhysicsHIForward16& PhysicsHIForward17& PhysicsHIForward18& PhysicsHIForward19& PhysicsHIForward2& PhysicsHIForward3& PhysicsHIForward4& PhysicsHIForward5& PhysicsHIForward6& PhysicsHIForward7& PhysicsHIForward8& PhysicsHIForward9,L1_SingleUncorrJet20_notZDC_OR_BptxAND
